Pos_TX	Vel_TX	Acc_TX	Pos_TY	Vel_TY	Acc_TY	Pos_TZ	Vel_TZ	Acc_TZ
-1.286205479545236008e+00	-2.274883215538476278e-01	-3.187348024483613873e-01	-3.533673520556491754e-01	-6.407934396244539810e-02	-7.499255108091591737e-02	9.341894771349902316e-01	7.957349407697027199e-02	1.409749245758749325e-01
-8.744016560755821788e-01	1.401031396477570856e-01	3.210496600415125856e-01	-1.276251279979720710e-01	1.800150270408857889e-01	1.961166836971576510e-01	8.126373080876545529e-01	-3.097177095632352301e-02	-5.046375021070535066e-02
-1.027187685332718203e+00	4.977350171268483947e-03	8.858978639327896865e-02	-4.876731214242508994e-01	-2.106629600736664443e-01	-2.391043425326384864e-01	8.812068767304362948e-01	3.139656512196319083e-02	5.762143581280420451e-02
-1.082956241909569739e+00	-4.371246628147783947e-02	6.070434415235553827e-03	-4.158028884701945871e-01	-1.333684391537953429e-01	-1.535083156056542553e-01	6.808406630149030914e-01	-1.508266073760354820e-01	-2.578324616071693276e-01
-1.403013836557343241e+00	-3.277059099602856462e-01	-4.847250041533309184e-01	-4.109736247188676694e-01	-1.287222021803337557e-01	-1.484438839706004043e-01	8.812666265916431207e-01	3.146095688973760823e-02	5.798907123106385175e-02
-1.136792149197314306e+00	-8.958196906556581407e-02	-6.965715451206581921e-02	-3.462036263627045196e-01	-5.914500722515417253e-02	-7.127400514586308689e-02	8.197188808351608680e-01	-2.450848293858724769e-02	-3.885468452265591899e-02
-1.213616748178760751e+00	-1.568947094191573133e-01	-1.845534445721074002e-01	-1.846214543631201632e-01	1.153213902247100103e-01	1.226558538920090174e-01	8.352777721269021294e-01	-1.035236420809164219e-02	-1.420162104863239259e-02
-1.236804739415902521e+00	-1.764031043338731286e-01	-2.165315269876808002e-01	5.557113721812889651e-02	3.749433429732232925e-01	4.114617521525267274e-01	9.215228488180959854e-01	6.809768778044822390e-02	1.218394232778094305e-01
-1.093434955415535592e+00	-4.755227437781726213e-02	8.878660464061029212e-03	-2.669538674562640934e-01	2.482998658071679937e-02	2.173909206027423158e-02	9.965508772049245234e-01	1.363476926741741257e-01	2.401390281726364095e-01
-1.147297218260820761e+00	-9.429326038373696262e-02	-7.039080182371043604e-02	-1.865095753182174354e-01	1.113386945677755091e-01	1.179365811002375392e-01	8.469610729859144982e-01	3.146964963085083396e-04	4.728347846538983809e-03
-1.112894100734993730e+00	-6.239387759060906202e-02	-1.322711789475232783e-02	-3.561784547463822115e-01	-7.316342358015186231e-02	-8.724807672646778256e-02	9.725624392009497576e-01	1.145679405521794342e-01	2.028791528985517956e-01
-1.103558369805842654e+00	-5.277579942957582454e-02	5.254101952634652323e-03	-6.490059236688250355e-01	-3.911017144108618893e-01	-4.405309351496725645e-01	5.894045218231297456e-01	-2.338678826447189163e-01	-4.003121845845108440e-01
-1.307743111249835000e+00	-2.332544874298662085e-01	-3.061016786092002340e-01	-4.631172695361586156e-01	-1.903346023697731759e-01	-2.172045231661224596e-01	9.312473012655803073e-01	7.708265902114048995e-02	1.385095480993835948e-01
-1.125173159702329784e+00	-6.929172152341520063e-02	-1.985923192345882479e-02	-1.569886867728521318e-01	1.407902013692945986e-01	1.523815210758917571e-01	9.726373141078070717e-01	1.147798098699046865e-01	2.039243301215515336e-01
-1.148362078238367001e+00	-8.851395653049959344e-02	-5.145829946005738009e-02	-2.387787307078172439e-01	5.160474327779714099e-02	5.348295005949202374e-02	8.975359733786698602e-01	4.653408703105264138e-02	8.594181800792012604e-02
-1.254739454244814034e+00	-1.817734352055333513e-01	-2.115219694493484515e-01	-3.155186093507852396e-01	-3.209265412393236955e-02	-3.910894527024357664e-02	1.034965708556468522e+00	1.715954055576070503e-01	3.029462395646028150e-01
-1.094974305455606478e+00	-3.799436782282857722e-02	3.967305650664346151e-02	-3.902973254787885926e-01	-1.135953137016687681e-01	-1.286315116969226346e-01	9.597853018734162633e-01	1.033078846575594817e-01	1.848233256758474163e-01
