theta1	omega1	alpha1	theta2	omega2	alpha2
6.234952293361123443e-01	-1.744627210629931202e+00	-7.368718673127047758e+00	6.516688168735823572e-01	3.644214462187004289e-01	5.265708785420465665e-02
5.633168094797055270e-01	-2.745712661811407607e+00	-6.886546097455271465e+00	6.141802638742337450e-01	4.040077348801733859e-01	5.210009001077995361e-01
5.378656918614065363e-01	-2.354444033479202059e+00	-6.583605000491081327e+00	3.454935487547844408e-01	3.445627532958047134e-01	-1.660990326439188425e-01
6.205162222772216962e-01	-2.132451047943947131e+00	-4.906698731317186812e+00	8.650153865562322242e-01	9.369636279268139800e-01	-2.054178364600388385e+00
5.748983725545995238e-01	-2.361853967076257277e+00	-6.449795612758752128e+00	4.240431753757414324e-01	7.417333247972615062e-01	-2.987861046199650206e-01
5.865185427890320380e-01	-2.866327886050757279e+00	-5.616948080512003116e+00	6.102842351568448231e-01	1.882262260683252864e-01	-1.255753324581827979e+00
5.817420998086527684e-01	-2.726584574892962465e+00	-7.449165156234519358e+00	6.788637976934330798e-01	4.492100823760567518e-01	-1.582132558482506779e+00
4.381247665194848429e-01	-2.534556743338760132e+00	-4.433417046577411647e+00	5.153254770123594231e-01	6.949424386871544401e-01	-2.438880699635293858e+00
5.457010294475186374e-01	-2.675220474346525101e+00	-5.323836051326573227e+00	8.027861616731777339e-01	9.392385641728477896e-01	-4.923035935730295520e-01
5.194872444240523635e-01	-2.765814893573048217e+00	-6.085153472173869815e+00	6.973261109700990001e-01	4.269126155291972924e-01	-5.609043576275519749e-01
4.391277204435238279e-01	-2.538605934265339759e+00	-5.275033677446914204e+00	7.698499011921176027e-01	5.386435198341810171e-01	-1.398321524304194430e+00
5.316053932927229386e-01	-1.816382209765431188e+00	-4.226181249386529615e+00	8.037189249017495651e-01	5.729952581800613620e-01	-3.146046671784784365e+00
5.264400681470872145e-01	-2.595758583358878990e+00	-3.782788407108030881e+00	7.059693349826333675e-01	8.628602667782518942e-01	-2.328394845761039278e+00
