# theta1	omega1	alpha1	theta2	omega2	alpha2
9.383428604056180955e-01	-8.540521321740925487e+00	-1.034624140354757804e+00	5.462992649698383829e-01	1.602484011300049360e+00	4.828305574152484403e-01
9.317175127140989721e-01	-8.506052649594209925e+00	-1.087836474793898889e+00	5.493448159558796950e-01	1.605612537552673302e+00	4.928455553762220998e-01
9.247606540457273816e-01	-8.468549934390409817e+00	-1.140824255930817488e+00	5.524529377221830684e-01	1.606869983311611350e+00	5.028744235392857975e-01
9.174737459596910005e-01	-8.427822518665038842e+00	-1.193567952396058285e+00	5.556236793279332176e-01	1.605930364702203406e+00	5.129044708953860443e-01
9.098583738911674157e-01	-8.383672545900651585e+00	-1.246046816691170678e+00	5.588570069958764819e-01	1.602458474656401677e+00	5.229209352044099646e-01
9.019162606290810347e-01	-8.335894419300416303e+00	-1.298238848459725592e+00	5.621527821951332049e-01	1.596108502110752170e+00	5.329069430543781349e-01
8.936492695246842644e-01	-8.284272886425696925e+00	-1.350120725999859106e+00	5.655107554251581625e-01	1.586518767909780081e+00	5.428433977069350158e-01
8.850594135197994428e-01	-8.228590854639492136e+00	-1.401667783026621983e+00	5.689305513025291194e-01	1.573325573006457034e+00	5.527089465264860557e-01
8.761488631374492186e-01	-8.168618724631414807e+00	-1.452853956886442921e+00	5.724116550471064491e-01	1.556146615709536718e+00	5.624799051680654527e-01
8.669199555209492480e-01	-8.104131836570445557e+00	-1.503651758525755833e+00	5.759533973951701524e-01	1.534607925209542145e+00	5.721302153663900825e-01
8.573752054909923315e-01	-8.034897912728297342e+00	-1.554032284075350656e+00	5.795549365780097162e-01	1.508324210543293020e+00	5.816314670648656815e-01
8.475173123545578502e-01	-7.960687384852008108e+00	-1.603965178826446403e+00	5.832152466688188541e-01	1.476913735453109666e+00	5.909528420451681807e-01
8.373491689227644530e-01	-7.881267203004767907e+00	-1.653418645004961052e+00	5.869331026433416421e-01	1.439990062779116897e+00	6.000611255112821008e-01
8.268738710762697508e-01	-7.796416758770760680e+00	-1.702359467896859435e+00	5.907070645473126991e-01	1.397184710220273018e+00	6.089207451038343155e-01
8.160947266975984160e-01	-7.705913113848851026e+00	-1.750753043030671696e+00	5.945354626594192560e-01	1.348125709870913624e+00	6.174938098970959022e-01
8.050152636262104533e-01	-7.609551305035438418e+00	-1.798563437320090053e+00	5.984163840650235100e-01	1.292466511005073926e+00	6.257401960061230728e-01
7.936392383078442192e-01	-7.507130760361746979e+00	-1.845753436286502458e+00	6.023476582073399310e-01	1.229866766690577151e+00	6.336176137325183477e-01
7.819706428303235812e-01	-7.398473796897860666e+00	-1.892284661955248914e+00	6.063268447197243116e-01	1.160018222798726129e+00	6.410817727925267606e-01
7.700137129045920847e-01	-7.283415589089486275e+00	-1.938117641469283337e+00	6.103512199277330019e-01	1.082630651883391693e+00	6.480864789501534773e-01
7.577729328884087456e-01	-7.161817674351482310e+00	-1.983211981600102369e+00	6.144177675036932573e-01	9.974506668237381746e-01	6.545838776593666530e-01
7.452530428629757786e-01	-7.033565557554652514e+00	-2.027526466149998097e+00	6.185231662353481985e-01	9.042583893640880888e-01	6.605245907575491016e-01
7.324590411366550535e-01	-6.898572507288690758e+00	-2.071019282019529673e+00	6.226637841990669830e-01	8.028727168181717389e-01	6.658580317813954652e-01
7.193961897404069772e-01	-6.756788475487269352e+00	-2.113648154548879443e+00	6.268356687428781049e-01	6.931638773957615740e-01	6.705325956642804730e-01
7.060700141453701839e-01	-6.608191480197774581e+00	-2.155370612311345191e+00	6.310345445492941963e-01	5.750413371011404706e-01	6.744960288284645999e-01
6.924863064535710100e-01	-6.452806365429864854e+00	-2.196144164740421179e+00	6.352558068486355847e-01	4.484804348736020074e-01	6.776956785692607177e-01
