# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.996474456787109375e+01 1.454350829124450684e+00 1.000000000000000000e+00 2.500000000000000000e-01 3.800247609615325928e-02 3.132177889347076416e-02 4.020092010498046875e+01 1.421569347381591797e+00 1.000000000000000000e+00 2.500000000000000000e-01 3.800247609615325928e-02 3.132177889347076416e-02
1.000000000000000000e+03 1.288366317749023438e-02 7.407287508249282837e-02 9.297991394996643066e-01 1.422846615314483643e-01 2.815173938870429993e-04 1.411943929269909859e-03 6.384081207215785980e-03 7.426410168409347534e-02 9.297991394996643066e-01 1.422846615314483643e-01 2.815173938870429993e-04 1.411943929269909859e-03
2.000000000000000000e+03 1.815687678754329681e-02 1.713626682758331299e-01 6.028707623481750488e-01 3.438285738229751587e-02 2.165783196687698364e-03 1.076083281077444553e-04 1.777775213122367859e-02 1.871617138385772705e-01 6.028707623481750488e-01 3.438285738229751587e-02 2.165783196687698364e-03 1.076083281077444553e-04
3.000000000000000000e+03 5.033859238028526306e-02 4.292240366339683533e-02 2.875171303749084473e-01 3.554568393155932426e-03 2.617399843529710779e-07 1.690250937826931477e-04 5.509716644883155823e-02 4.666416347026824951e-02 2.875171303749084473e-01 3.554568393155932426e-03 2.617399843529710779e-07 1.690250937826931477e-04
4.000000000000000000e+03 2.122099250555038452e-01 1.440152432769536972e-02 3.583931922912597656e-02 3.352412022650241852e-04 2.702225698158144951e-03 3.311503096483647823e-04 2.070919871330261230e-01 1.327870041131973267e-02 3.583931922912597656e-02 3.352412022650241852e-04 2.702225698158144951e-03 3.311503096483647823e-04
5.000000000000000000e+03 6.356374919414520264e-02 5.167849361896514893e-03 4.858929663896560669e-03 1.855812297435477376e-04 9.696570341475307941e-04 1.869592836101219291e-08 6.886818259954452515e-02 5.650475155562162399e-03 4.858929663896560669e-03 1.855812297435477376e-04 9.696570341475307941e-04 1.869592836101219291e-08
6.000000000000000000e+03 7.158153457567095757e-04 1.045595738105475903e-03 4.735363647341728210e-03 3.563849895726889372e-04 3.004974189479980851e-07 3.470066474164923420e-07 7.769318181090056896e-04 1.138712745159864426e-03 4.735363647341728210e-03 3.563849895726889372e-04 3.004974189479980851e-07 3.470066474164923420e-07
7.000000000000000000e+03 1.186991459690034389e-03 3.341913688927888870e-04 7.671219645999372005e-04 6.506129284389317036e-05 7.834091775293927640e-06 6.194085244715097360e-08 1.193066244013607502e-03 3.640891227405518293e-04 7.671219645999372005e-04 6.506129284389317036e-05 7.834091775293927640e-06 6.194085244715097360e-08
8.000000000000000000e+03 6.934608798474073410e-03 7.549446891061961651e-04 1.889865961857140064e-03 3.654471220215782523e-05 8.731615525903180242e-05 9.927454084390774369e-05 7.620830554515123367e-03 7.837749435566365719e-04 1.889865961857140064e-03 3.654471220215782523e-05 8.731615525903180242e-05 9.927454084390774369e-05
9.000000000000000000e+03 4.094977921340614557e-04 3.446198825258761644e-04 1.046727178618311882e-03 1.022125143208540976e-04 4.035253908796221367e-09 8.573985077475754224e-09 4.493443702813237906e-04 3.770354669541120529e-04 1.046727178618311882e-03 1.022125143208540976e-04 4.035253908796221367e-09 8.573985077475754224e-09
1.000000000000000000e+04 7.178004831075668335e-03 9.842545259743928909e-04 2.203998621553182602e-03 1.638913236092776060e-04 8.773148147156462073e-05 2.102903818013146520e-05 6.652215961366891861e-03 1.079325797036290169e-03 2.203998621553182602e-03 1.638913236092776060e-04 8.773148147156462073e-05 2.102903818013146520e-05
1.100000000000000000e+04 3.345665708184242249e-02 1.736065722070634365e-03 6.125474465079605579e-04 8.235322638938669115e-06 4.012844874523580074e-04 3.499763988656923175e-05 2.885363809764385223e-02 1.832164707593619823e-03 6.125474465079605579e-04 8.235322638938669115e-06 4.012844874523580074e-04 3.499763988656923175e-05
1.200000000000000000e+04 5.260981991887092590e-02 5.273416172713041306e-03 7.140554487705230713e-03 8.921797416405752301e-06 6.665039109066128731e-05 8.364996028831228614e-05 5.349861085414886475e-02 5.765910260379314423e-03 7.140554487705230713e-03 8.921797416405752301e-06 6.665039109066128731e-05 8.364996028831228614e-05
1.200000000000000000e+04 5.260981991887092590e-02 5.273416172713041306e-03 7.140554487705230713e-03 8.921797416405752301e-06 6.665039109066128731e-05 8.364996028831228614e-05 5.349861085414886475e-02 5.765910260379314423e-03 7.140554487705230713e-03 8.921797416405752301e-06 6.665039109066128731e-05 8.364996028831228614e-05
1.202100000000000000e+04 5.260981991887092590e-02 5.273416172713041306e-03 7.140554487705230713e-03 8.921797416405752301e-06 6.665039109066128731e-05 8.364996028831228614e-05 5.349861085414886475e-02 5.765910260379314423e-03 7.140554487705230713e-03 8.921797416405752301e-06 6.665039109066128731e-05 8.364996028831228614e-05
