angle	angular_velocity	angular_acceleration
5.522507356314324545e-01	8.002643672077229819e-01	-2.525191390737207886e+00
4.778094640311403296e-01	4.899822080714112404e-01	-3.369570425168326722e+00
4.560118798957633057e-01	9.559403358467495337e-01	-5.158025565446264338e+00
4.478141920588483149e-01	9.103329505441546399e-01	-4.903007166448984044e+00
6.632222655013945145e-01	6.733971020030742327e-01	-5.124395863502249071e+00
5.226794124072577929e-01	2.200061407637272648e-01	-3.863669953181384287e+00
4.495607922803629419e-01	3.975175994552094805e-01	-6.853649476574487309e+00
3.861567537007364881e-01	3.723499929023051935e-01	-3.965332568026772364e+00
5.938662294924685892e-01	-2.680381262012184185e-01	-4.398210230159652845e+00
4.419458702202279099e-01	4.260287991806032126e-01	-6.579390432048226600e+00
5.531218058757421119e-01	3.060871454831556870e-01	-4.133448239821389869e+00
6.182352589266928433e-01	2.191231077098887148e-01	-4.051418515499058515e+00
4.709847782591243259e-01	6.823053061282485787e-02	-4.615446093905419822e+00
6.650542620080613920e-01	8.630411218077513325e-02	-5.497922434080074972e+00
5.612788603731272419e-01	7.650150104946094043e-01	-4.848316394671045693e+00
6.104735585602288905e-01	1.956360015971668753e-01	-3.863864909868180320e+00
5.015376803914218806e-01	-2.904192229517474355e-02	-6.794850277616466983e+00
4.723719514283104548e-01	6.101446088918329735e-01	-5.429254642587285851e+00
5.357498755854490646e-01	5.225542772321334350e-01	-6.509090576927555993e+00
3.718488779690479751e-01	-1.377526935659519891e-01	-5.133602747275169520e+00
3.770524750565420469e-01	-2.112698976647753302e-01	-5.740190861217216778e+00
5.684587420471655106e-01	3.115293235009843759e-02	-3.529160139990592526e+00
3.240080384169811145e-01	7.816106830049895926e-01	-3.942990442239223459e+00
5.573399844939066483e-01	-9.966574074106204773e-02	-5.102111430784789903e+00
6.084778891553030977e-01	2.281582850360279469e-02	-4.747460533020117168e+00
7.552120459186778545e-01	-2.622602692203772623e-01	-3.499122139238381557e+00
3.610756386578151123e-01	-1.901197104797036630e-01	-5.348352935986167900e+00
6.865158264497115415e-01	2.076598336750721252e-01	-3.807097789543541388e+00
5.465584284749873678e-01	-1.697788227160903496e-01	-4.555811693657967787e+00
6.039085513621605950e-01	1.384670842741994590e-01	-5.589938111164919121e+00
5.469296364667598498e-01	-7.160741808629745853e-01	-4.621535911125252305e+00
4.442263970946035423e-01	-9.090898626575028008e-02	-5.103706373192557599e+00
4.155114307151242525e-01	2.980370577839425161e-01	-6.301081990637360519e+00
5.600111296227840985e-01	-3.679638465530610802e-01	-4.089598659694527960e+00
4.214468362917245248e-01	-7.890894680270681416e-01	-5.214655179703125754e+00
6.003381920815815675e-01	5.981787498033755979e-01	-5.087388244813219274e+00
5.773271380247970708e-01	-6.472806742858536744e-01	-5.183263194157589737e+00
5.846862760438655826e-01	-2.146683476392232393e-01	-3.841725453679559976e+00
4.605561582750399841e-01	-3.277366232057400408e-01	-4.413444934329930014e+00
5.458876346963653647e-01	-5.679424454383974474e-02	-5.559765073698706317e+00
5.407018940603389723e-01	-5.714781999726724626e-01	-3.288911909213786622e+00
4.020050368281261610e-01	-8.080779299530052029e-01	-4.507622649335105258e+00
5.581856865346147556e-01	-8.857860850588322732e-02	-4.780843725197907013e+00
5.753279299835638572e-01	-2.394287132168459453e-01	-4.627201645024105581e+00
7.362165234775281952e-01	-2.526822898455197697e-01	-6.259100847076288332e+00
6.044064393012880121e-01	-5.392759498269283913e-01	-6.396620440549149578e+00
4.100377749356746149e-01	-6.094022670686549681e-02	-4.595023527816830544e+00
5.504465691850372044e-01	-8.021196221733742915e-01	-5.172117811098871698e+00
3.971773760608475756e-01	-8.373170966092585710e-01	-4.385624149955090090e+00
4.420265012048531506e-01	-1.118356936897798803e+00	-4.172711714510223047e+00
3.411340875911327286e-01	-6.874272520356812244e-01	-4.758872442383871970e+00
4.192766928410698313e-01	-5.923208761050575699e-01	-5.773640163887748145e+00
3.690419745887014158e-01	-8.644954307352304967e-01	-5.168042610088891209e+00
3.315142162847413143e-01	-5.809720458759281003e-01	-4.453182869306622216e+00
6.104978421425113488e-01	-6.761493268066941509e-01	-5.285409792497986814e+00
5.035021629810885191e-01	-7.080601121534527698e-01	-4.931570613612742626e+00
4.627317671531417931e-01	-1.156998521973411576e+00	-3.935763219718833028e+00
2.412367362317399955e-01	-9.413918419650725289e-01	-3.042469246123728155e+00
4.203752563190691349e-01	-2.528551266782572693e-01	-5.758741158316898812e+00
3.649603207551759265e-01	-1.309854600361541443e+00	-5.369676899955877047e+00
3.461225102704912904e-01	-8.834102296708132851e-01	-5.170560416368363832e+00
4.410433799858521353e-01	-6.379962713793363438e-01	-3.541149964267266359e+00
4.010757369812584794e-01	-8.743241944899038387e-01	-5.273135001777721875e+00
4.213558045698285737e-01	-1.404471910241679833e+00	-4.529337180400035301e+00
4.244221232617529926e-01	-1.248630694726954093e+00	-6.567703672644974233e+00
2.814689606365149421e-01	-1.037721906112006653e+00	-3.551373961734901386e+00
4.027811166830737033e-01	-1.182081584730334090e+00	-4.611333800848308684e+00
3.833803372193034797e-01	-1.273754004414868746e+00	-5.538255143183059559e+00
3.070433226149825723e-01	-1.027383226202863042e+00	-4.827426538271784473e+00
4.125363130305512160e-01	-2.540954154543020316e-01	-3.868699357908823355e+00
4.153302957228763304e-01	-1.081982767339776386e+00	-3.542365291284329309e+00
