angle	angular_velocity	angular_acceleration
5.521992485113209614e-01	7.426980956554205537e-01	-3.107633399810857622e+00
4.778329617797274498e-01	4.540947589323454658e-01	-4.690687360775512182e+00
4.560547010121170919e-01	1.120336296696629041e+00	-3.098984219815128505e+00
4.478593313199096815e-01	8.425986484747649552e-01	-5.590261880928776961e+00
6.630459646724342626e-01	2.754487163986414910e-01	-6.417001178256281690e+00
5.226291848525629335e-01	3.349833290289917498e-01	-6.296301820981486941e+00
4.495671495903904580e-01	2.479658469959958866e-01	-2.328083713441459146e+00
3.862072608611362146e-01	6.153866208811269445e-01	-5.559447667126007353e+00
5.936910607830772069e-01	-3.219020273335777560e-01	-5.070477122266816572e+00
4.418969136057884217e-01	5.442550108377923745e-01	-5.808385923087218572e+00
5.529375135806524622e-01	3.909396203180319773e-01	-4.947449004623984514e+00
6.179589143300631138e-01	-2.991908068117046238e-01	-5.037231917038803353e+00
4.708237267024138473e-01	4.302094663492119775e-01	-4.430816710546675807e+00
6.646704473373105104e-01	4.339014186084019231e-01	-4.661157191493557228e+00
5.609642421193434814e-01	2.390252278896915494e-01	-5.173056898277459403e+00
6.100760622153664769e-01	-5.388506988000776876e-02	-4.355737310119102368e+00
5.012119778984536200e-01	1.230232873198959798e-01	-4.761645374063823155e+00
4.720384827158920493e-01	4.023756475946159150e-01	-4.082012475099232596e+00
5.353166866307585980e-01	-5.200494858218335237e-01	-4.205878630602800428e+00
3.715393565073412674e-01	-1.243360500880206776e-01	-4.242445869529127833e+00
3.766996106803179312e-01	-4.793090437655234681e-01	-3.939726419693255544e+00
5.678788682095166074e-01	-8.113476509897596389e-02	-3.974845971579601400e+00
3.236306497554259920e-01	-2.914529432051516933e-01	-6.085283423947227988e+00
5.566944809574941866e-01	3.625589970719843569e-01	-3.910031676030985004e+00
6.077441930411568993e-01	2.108460059150815413e-01	-4.626775970055341247e+00
7.542965396847914894e-01	-1.698284736385065608e-01	-4.250196536371819711e+00
3.605120610932852632e-01	-8.625138109808687392e-02	-4.963626924304240795e+00
6.855960808530910944e-01	2.713054408819725594e-01	-4.670129756594535664e+00
5.457422653291243986e-01	-3.218959000083210231e-01	-6.711859860079093743e+00
6.030028899758270722e-01	1.250513788111502489e-01	-5.026883277332079736e+00
5.460486641920611062e-01	-1.309320440533605912e-01	-3.893192777635833934e+00
4.434168864372682317e-01	-4.747300269495455805e-01	-3.898143270372020908e+00
4.147023777931578281e-01	-2.042680202812473533e-01	-4.680418511623419597e+00
5.590339403568317378e-01	-3.791475297495391361e-01	-5.515825244868342914e+00
4.205827119231983491e-01	-7.737113038334126891e-01	-4.540806393215292225e+00
5.992767711575185396e-01	-1.224586118066498253e-01	-3.748865448545472212e+00
5.762700081318666845e-01	-4.952538237855141356e-01	-4.431646099162474428e+00
5.836063273276159702e-01	-4.839695938489301796e-01	-3.825988381068734956e+00
4.595859544181685186e-01	-5.413569096110372181e-01	-2.693959493153023299e+00
5.448239498383238288e-01	-1.578586737630279790e-01	-6.944334195280497113e+00
5.396372715052882851e-01	-3.616449567674453469e-01	-4.869254436588786206e+00
4.010745580303194391e-01	-7.419354281061063539e-01	-4.293078733487023513e+00
5.571024775744853885e-01	-7.382351427532352073e-02	-4.833500929492457132e+00
5.742328626943591363e-01	-4.766813701114216983e-01	-5.214265898678718258e+00
7.349719874396020147e-01	-5.895785266822872739e-01	-5.791034795408180891e+00
6.033050578572450862e-01	-5.716542595195270859e-01	-6.047391424694069428e+00
4.091455575272564538e-01	-1.101794340959010521e+00	-5.992256886546179828e+00
5.494381586579272225e-01	-1.173528924817070385e+00	-5.523241732058635556e+00
3.963468466984219063e-01	-6.503821535492531059e-01	-5.446971492749235644e+00
4.411834762478662464e-01	-8.572963069147319093e-01	-3.770488513675206654e+00
3.404271795743057938e-01	-6.459240575334328494e-01	-5.209310773719730392e+00
4.185346380058732607e-01	-6.106934069374476692e-01	-3.089736520777499607e+00
3.683965804036180014e-01	-8.207926282233855009e-01	-6.229614486693314745e+00
3.309584159976782791e-01	-1.162536125202884296e+00	-4.425690999482321253e+00
6.097253485367594150e-01	-1.007178987976552920e+00	-4.687362966486852578e+00
5.028990562417258170e-01	-8.184080099522637042e-01	-4.531746074204081154e+00
4.622386726585175354e-01	-1.104479447006138315e+00	-3.993776738648215030e+00
2.410377573352144587e-01	-1.026701318977107258e+00	-3.564184835151677611e+00
4.200817672596240948e-01	-7.520290229441878305e-01	-3.967432486491022203e+00
3.648097317865847677e-01	-5.089064368793618787e-01	-4.717486732972250962e+00
3.460851924093381604e-01	-1.373489495619145018e+00	-4.410967290909558081e+00
4.410137754546894495e-01	-1.285261674235030904e+00	-4.238288283688954827e+00
4.011934223619186834e-01	-1.255397158575485284e+00	-4.632245964220613743e+00
4.215681909014513118e-01	-7.867087244687638314e-01	-4.473907449541353998e+00
4.247530660677195646e-01	-1.349550950613719102e+00	-4.585791682040163408e+00
2.820693493833709153e-01	-1.152743008545813241e+00	-2.898747449448638491e+00
4.033976610826238707e-01	-1.809714678695430123e+00	-3.379295243581134756e+00
3.841589117619543803e-01	-9.156677858563037065e-01	-4.844267998845536383e+00
3.080473486810722528e-01	-1.272499173534080708e+00	-4.061977879462418173e+00
4.135940336505464776e-01	-1.588543891099293948e+00	-3.318790183965894869e+00
4.165504183186517495e-01	-1.402064934555699693e+00	-2.576595047185500587e+00
