theta1	omega1	alpha1	theta2	omega2	alpha2
4.282684827693635232e-01	-2.709008713802412149e+00	-2.982849602376973053e+00	7.046407929536820935e-01	5.693351008112145228e-01	-2.743684099659787989e+00
4.146930432240846232e-01	-2.723458026000916465e+00	-2.799473897160169145e+00	7.074511970149662821e-01	5.551874302837852548e-01	-2.917852925174770462e+00
4.010476796997187732e-01	-2.736991037993215858e+00	-2.616208614199194926e+00	7.101887213842282831e-01	5.401706936315868735e-01	-3.091398215054255161e+00
3.873369688363114127e-01	-2.749608906401911135e+00	-2.433294283457826168e+00	7.128490325726942745e-01	5.242889560287113948e-01	-3.263941618099750031e+00
3.735654793846114874e-01	-2.761313964418174560e+00	-2.250960118582952418e+00	7.154278210070985633e-01	5.075481514123364457e-01	-3.435114313264364228e+00
3.597377649568704872e-01	-2.772109656606561501e+00	-2.069422211287928803e+00	7.179208122130137371e-01	4.899560275418295419e-01	-3.604559210795287072e+00
3.458583595003484890e-01	-2.782000483731968732e+00	-1.888886740968473532e+00	7.203237745632570244e-01	4.715220932296279588e-01	-3.771929081969233266e+00
3.319317722079982991e-01	-2.790991931597939235e+00	-1.709541015287413757e+00	7.226325279045450189e-01	4.522575476092954849e-01	-3.936895511139056225e+00
3.179624820384829298e-01	-2.799090385718215224e+00	-1.531559375485358032e+00	7.248429528319871862e-01	4.321751930143819531e-01	-4.099143818811654683e+00
3.039549344500150352e-01	-2.806303074597587432e+00	-1.355101759751960344e+00	7.269509970238261509e-01	4.112893734078479913e-01	-4.258375016178717942e+00
2.899135366242226453e-01	-2.812637968242904130e+00	-1.180306868215211580e+00	7.289526838632039984e-01	3.896158641660319444e-01	-4.414313404191887003e+00
2.758426541039784019e-01	-2.818103702174515224e+00	-1.007303385124714623e+00	7.308441191227057487e-01	3.671717862069846516e-01	-4.566695128941233861e+00
2.617466080709650034e-01	-2.822709507515405392e+00	-8.361980198499168182e-01	7.326214968373661041e-01	3.439755241863844404e-01	-4.715281627272133846e+00
2.476296720365852300e-01	-2.826465101225352328e+00	-6.670814439860350831e-01	7.342811063109894176e-01	3.200465989797415811e-01	-4.859853584038404506e+00
2.334960699614965218e-01	-2.829380630372944960e+00	-5.000327305606333539e-01	7.358193368369178033e-01	2.954055976422557128e-01	-5.000206400334860746e+00
2.193499742490661875e-01	-2.831466577959458775e+00	-3.351084164060011972e-01	7.372326830155057076e-01	2.700740579521260787e-01	-5.136162974231751832e+00
2.051955041823589343e-01	-2.832733679366541857e+00	-1.723546803941644612e-01	7.385177494171925039e-01	2.440743628720657421e-01	-5.267560256345362291e+00
1.910367248632231785e-01	-2.833192869508478040e+00	-1.180180652318085777e-02	7.396712542636507681e-01	2.174296680798307457e-01	-5.394256093288092302e+00
1.768776465410958343e-01	-2.832855186619460230e+00	1.465362503633969027e-01	7.406900332269086284e-01	1.901637768728138833e-01	-5.516130170141153144e+00
1.627222240550825760e-01	-2.831731720424780718e+00	3.026533499250945169e-01	7.415710424481554153e-01	1.623010651961208084e-01	-5.633074315495051110e+00
1.485743568025524042e-01	-2.829833549741253673e+00	4.565603412104337622e-01	7.423113611060899730e-01	1.338663917172988604e-01	-5.745004025152397276e+00
1.344378891757806727e-01	-2.827171673461107204e+00	6.082769901283882064e-01	7.429081935356535160e-01	1.048849977286052948e-01	-5.851849040410137093e+00
1.203166105815762638e-01	-2.823756973314529795e+00	7.578320001302927267e-01	7.433588712215067895e-01	7.538244422447268334e-02	-5.953553804086766377e+00
1.062142566728030840e-01	-2.819600155557097310e+00	9.052654771292054647e-01	7.436608538491171760e-01	4.538451964140841066e-02	-6.050081132343013479e+00
