No,TIME,Pos_TX@StRq1,Pos_TY@StRq1,Pos_TZ@StRq1
233,4.6400000e-03,1.2120914e+01,-4.2998382e+01,1.1499374e+02
234,4.6600000e-03,1.2117547e+01,-4.2998370e+01,1.1499372e+02
235,4.6800000e-03,1.2114167e+01,-4.2998358e+01,1.1499370e+02
236,4.7000000e-03,1.2110773e+01,-4.2998347e+01,1.1499368e+02
237,4.7200000e-03,1.2107366e+01,-4.2998335e+01,1.1499366e+02
238,4.7400000e-03,1.2103945e+01,-4.2998323e+01,1.1499364e+02
239,4.7600000e-03,1.2100511e+01,-4.2998311e+01,1.1499362e+02
240,4.7800000e-03,1.2097064e+01,-4.2998299e+01,1.1499360e+02
241,4.8000000e-03,1.2093604e+01,-4.2998288e+01,1.1499357e+02
242,4.8200000e-03,1.2090130e+01,-4.2998276e+01,1.1499355e+02
243,4.8400000e-03,1.2086643e+01,-4.2998264e+01,1.1499353e+02
244,4.8600000e-03,1.2083143e+01,-4.2998252e+01,1.1499351e+02
245,4.8800000e-03,1.2079630e+01,-4.2998239e+01,1.1499349e+02
246,4.9000000e-03,1.2076103e+01,-4.2998227e+01,1.1499346e+02
247,4.9200000e-03,1.2072564e+01,-4.2998215e+01,1.1499344e+02
248,4.9400000e-03,1.2069011e+01,-4.2998203e+01,1.1499342e+02
249,4.9600000e-03,1.2065446e+01,-4.2998191e+01,1.1499340e+02
250,4.9800000e-03,1.2061867e+01,-4.2998179e+01,1.1499337e+02
251,5.0000000e-03,1.2058276e+01,-4.2998166e+01,1.1499335e+02
252,5.0200000e-03,1.2054672e+01,-4.2998154e+01,1.1499333e+02
253,5.0400000e-03,1.2051054e+01,-4.2998142e+01,1.1499330e+02
254,5.0600000e-03,1.2047424e+01,-4.2998129e+01,1.1499328e+02
255,5.0800000e-03,1.2043781e+01,-4.2998117e+01,1.1499326e+02
256,5.1000000e-03,1.2040126e+01,-4.2998105e+01,1.1499323e+02
257,5.1200000e-03,1.2036457e+01,-4.2998092e+01,1.1499321e+02
258,5.1400000e-03,1.2032776e+01,-4.2998080e+01,1.1499318e+02
259,5.1600000e-03,1.2029082e+01,-4.2998067e+01,1.1499316e+02
260,5.1800000e-03,1.2025376e+01,-4.2998055e+01,1.1499314e+02
261,5.2000000e-03,1.2021657e+01,-4.2998043e+01,1.1499311e+02
262,5.2200000e-03,1.2017925e+01,-4.2998030e+01,1.1499309e+02
263,5.2400000e-03,1.2014181e+01,-4.2998018e+01,1.1499306e+02
264,5.2600000e-03,1.2010425e+01,-4.2998005e+01,1.1499304e+02
265,5.2800000e-03,1.2006655e+01,-4.2997993e+01,1.1499301e+02
266,5.3000000e-03,1.2002874e+01,-4.2997981e+01,1.1499299e+02
267,5.3200000e-03,1.1999080e+01,-4.2997968e+01,1.1499296e+02
268,5.3400000e-03,1.1995274e+01,-4.2997956e+01,1.1499294e+02
269,5.3600000e-03,1.1991455e+01,-4.2997943e+01,1.1499291e+02
270,5.3800000e-03,1.1987624e+01,-4.2997931e+01,1.1499288e+02
271,5.4000000e-03,1.1983781e+01,-4.2997919e+01,1.1499286e+02
272,5.4200000e-03,1.1979926e+01,-4.2997906e+01,1.1499283e+02
273,5.4400000e-03,1.1976058e+01,-4.2997894e+01,1.1499280e+02
274,5.4600000e-03,1.1972179e+01,-4.2997882e+01,1.1499278e+02
275,5.4800000e-03,1.1968287e+01,-4.2997869e+01,1.1499275e+02
276,5.5000000e-03,1.1964383e+01,-4.2997857e+01,1.1499272e+02
277,5.5200000e-03,1.1960468e+01,-4.2997845e+01,1.1499270e+02
278,5.5400000e-03,1.1956540e+01,-4.2997833e+01,1.1499267e+02
279,5.5600000e-03,1.1952600e+01,-4.2997820e+01,1.1499264e+02
280,5.5800000e-03,1.1948648e+01,-4.2997808e+01,1.1499261e+02
281,5.6000000e-03,1.1944685e+01,-4.2997796e+01,1.1499258e+02
282,5.6200000e-03,1.1940710e+01,-4.2997784e+01,1.1499256e+02
283,5.6400000e-03,1.1936723e+01,-4.2997772e+01,1.1499253e+02
284,5.6600000e-03,1.1932724e+01,-4.2997760e+01,1.1499250e+02
285,5.6800000e-03,1.1928713e+01,-4.2997748e+01,1.1499247e+02
286,5.7000000e-03,1.1924691e+01,-4.2997736e+01,1.1499244e+02
287,5.7200000e-03,1.1920657e+01,-4.2997724e+01,1.1499241e+02
288,5.7400000e-03,1.1916611e+01,-4.2997713e+01,1.1499238e+02
289,5.7600000e-03,1.1912554e+01,-4.2997701e+01,1.1499235e+02
290,5.7800000e-03,1.1908486e+01,-4.2997689e+01,1.1499232e+02
291,5.8000000e-03,1.1904406e+01,-4.2997677e+01,1.1499229e+02
292,5.8200000e-03,1.1900314e+01,-4.2997666e+01,1.1499226e+02
293,5.8400000e-03,1.1896211e+01,-4.2997654e+01,1.1499223e+02
294,5.8600000e-03,1.1892097e+01,-4.2997643e+01,1.1499220e+02
295,5.8800000e-03,1.1887971e+01,-4.2997631e+01,1.1499217e+02
296,5.9000000e-03,1.1883834e+01,-4.2997620e+01,1.1499214e+02
297,5.9200000e-03,1.1879686e+01,-4.2997608e+01,1.1499210e+02
298,5.9400000e-03,1.1875526e+01,-4.2997597e+01,1.1499207e+02
299,5.9600000e-03,1.1871356e+01,-4.2997586e+01,1.1499204e+02
300,5.9800000e-03,1.1867174e+01,-4.2997574e+01,1.1499201e+02
301,6.0000000e-03,1.1862981e+01,-4.2997563e+01,1.1499198e+02
302,6.0200000e-03,1.1858777e+01,-4.2997552e+01,1.1499194e+02
303,6.0400000e-03,1.1854562e+01,-4.2997541e+01,1.1499191e+02
304,6.0600000e-03,1.1850336e+01,-4.2997530e+01,1.1499188e+02
305,6.0800000e-03,1.1846099e+01,-4.2997519e+01,1.1499185e+02
306,6.1000000e-03,1.1841851e+01,-4.2997508e+01,1.1499181e+02
307,6.1200000e-03,1.1837592e+01,-4.2997498e+01,1.1499178e+02
308,6.1400000e-03,1.1833322e+01,-4.2997487e+01,1.1499174e+02
309,6.1600000e-03,1.1829042e+01,-4.2997476e+01,1.1499171e+02
310,6.1800000e-03,1.1824751e+01,-4.2997466e+01,1.1499168e+02
311,6.2000000e-03,1.1820449e+01,-4.2997455e+01,1.1499164e+02
312,6.2200000e-03,1.1816136e+01,-4.2997445e+01,1.1499161e+02
313,6.2400000e-03,1.1811813e+01,-4.2997435e+01,1.1499157e+02
314,6.2600000e-03,1.1807479e+01,-4.2997424e+01,1.1499154e+02
315,6.2800000e-03,1.1803135e+01,-4.2997414e+01,1.1499150e+02
316,6.3000000e-03,1.1798780e+01,-4.2997404e+01,1.1499147e+02
317,6.3200000e-03,1.1794414e+01,-4.2997394e+01,1.1499143e+02
318,6.3400000e-03,1.1790039e+01,-4.2997384e+01,1.1499139e+02
319,6.3600000e-03,1.1785652e+01,-4.2997374e+01,1.1499136e+02
320,6.3800000e-03,1.1781256e+01,-4.2997364e+01,1.1499132e+02
321,6.4000000e-03,1.1776849e+01,-4.2997355e+01,1.1499129e+02
322,6.4200000e-03,1.1772432e+01,-4.2997345e+01,1.1499125e+02
323,6.4400000e-03,1.1768005e+01,-4.2997335e+01,1.1499121e+02
324,6.4600000e-03,1.1763567e+01,-4.2997326e+01,1.1499118e+02
325,6.4800000e-03,1.1759119e+01,-4.2997317e+01,1.1499114e+02
326,6.5000000e-03,1.1754662e+01,-4.2997307e+01,1.1499110e+02
327,6.5200000e-03,1.1750194e+01,-4.2997298e+01,1.1499106e+02
328,6.5400000e-03,1.1745716e+01,-4.2997289e+01,1.1499103e+02
329,6.5600000e-03,1.1741228e+01,-4.2997280e+01,1.1499099e+02
330,6.5800000e-03,1.1736730e+01,-4.2997271e+01,1.1499095e+02
331,6.6000000e-03,1.1732223e+01,-4.2997262e+01,1.1499091e+02
332,6.6200000e-03,1.1727705e+01,-4.2997253e+01,1.1499087e+02
333,6.6400000e-03,1.1723178e+01,-4.2997244e+01,1.1499084e+02
334,6.6600000e-03,1.1718641e+01,-4.2997235e+01,1.1499080e+02
335,6.6800000e-03,1.1714094e+01,-4.2997226e+01,1.1499076e+02
336,6.7000000e-03,1.1709538e+01,-4.2997218e+01,1.1499072e+02
337,6.7200000e-03,1.1704972e+01,-4.2997209e+01,1.1499068e+02
338,6.7400000e-03,1.1700397e+01,-4.2997201e+01,1.1499064e+02
339,6.7600000e-03,1.1695812e+01,-4.2997192e+01,1.1499060e+02
340,6.7800000e-03,1.1691217e+01,-4.2997184e+01,1.1499056e+02
341,6.8000000e-03,1.1686614e+01,-4.2997175e+01,1.1499053e+02
342,6.8200000e-03,1.1682000e+01,-4.2997167e+01,1.1499049e+02
343,6.8400000e-03,1.1677378e+01,-4.2997159e+01,1.1499045e+02
344,6.8600000e-03,1.1672746e+01,-4.2997151e+01,1.1499041e+02
345,6.8800000e-03,1.1668105e+01,-4.2997143e+01,1.1499037e+02
346,6.9000000e-03,1.1663455e+01,-4.2997134e+01,1.1499033e+02
347,6.9200000e-03,1.1658796e+01,-4.2997126e+01,1.1499029e+02
348,6.9400000e-03,1.1654127e+01,-4.2997118e+01,1.1499025e+02
349,6.9600000e-03,1.1649450e+01,-4.2997110e+01,1.1499021e+02
350,6.9800000e-03,1.1644764e+01,-4.2997102e+01,1.1499017e+02
351,7.0000000e-03,1.1640069e+01,-4.2997095e+01,1.1499013e+02
352,7.0200000e-03,1.1635365e+01,-4.2997087e+01,1.1499009e+02
353,7.0400000e-03,1.1630652e+01,-4.2997079e+01,1.1499005e+02
