angle	angular_velocity	angular_acceleration
5.260996242556604807e-01	6.213490478277102769e-01	-3.981104117224834482e+00
4.901355840498828331e-01	4.649026021676455622e-01	-4.778767613267987713e+00
4.804047775752804395e-01	7.858457399903535645e-01	-3.989214836140294818e+00
4.774044794657109625e-01	6.347691640676880187e-01	-5.240608478893419964e+00
5.860341019587924638e-01	3.389590423985588963e-01	-5.659190048935419881e+00
5.168008067092351165e-01	3.564664987690334130e-01	-5.603510876208931180e+00
4.811835559201261825e-01	3.006759157452419950e-01	-3.623532363468996653e+00
4.503559474769415760e-01	4.720851635721989292e-01	-5.242806379419326923e+00
5.548886627712633635e-01	-8.876909450378389632e-03	-5.001376319659880387e+00
4.797208073841692233e-01	4.118699297239010182e-01	-5.372850641766698132e+00
5.359086655456019033e-01	3.228692953046495839e-01	-4.944368258686663076e+00
5.690252146592388316e-01	-3.454745241648385368e-02	-4.990713456647004165e+00
4.960017239165816494e-01	3.177952112114939553e-01	-4.688429041913144246e+00
5.934074182257074170e-01	3.072804231419909993e-01	-4.803993432269670905e+00
5.419748707591052206e-01	1.974809126290426875e-01	-5.059809915651453771e+00
5.668895606652595287e-01	3.866633014950873748e-02	-4.650490794227319036e+00
5.127545395454961019e-01	1.147656812121232023e-01	-4.852261198302126211e+00
4.984030834138941102e-01	2.420942562897124006e-01	-4.510738363516555438e+00
5.302157899756417825e-01	-2.314560842980312727e-01	-4.570443868554459499e+00
4.484390985566219512e-01	-4.592470830352377714e-02	-4.585980300667550580e+00
4.510696368332385298e-01	-2.357215219322442157e-01	-4.431355306243341730e+00
5.466481956403806963e-01	-4.892708902352287115e-02	-4.445133318837045877e+00
4.244516298871306437e-01	-1.663586967529739058e-01	-5.496055357757956727e+00
5.408498099681769977e-01	1.483975120089031097e-01	-4.403619418075920500e+00
5.661797711963455493e-01	6.031657451487285049e-02	-4.756669577755594958e+00
6.392000230348113821e-01	-1.422172333496358743e-01	-4.562547580151735005e+00
4.419909814189239561e-01	-1.125948349116158154e-01	-4.912921757362235908e+00
6.041554668769404390e-01	5.405038714574206260e-02	-4.759324978192119637e+00
5.337904842284747486e-01	-2.546479824722330809e-01	-5.772836213255057913e+00
5.619223548951046698e-01	-4.323402917650703836e-02	-4.922489928144523574e+00
5.328866287776827804e-01	-1.832448977815760438e-01	-4.347284092190961680e+00
4.809521639886708000e-01	-3.671200095675986597e-01	-4.340897722386836577e+00
4.659165926642154232e-01	-2.438195895765954135e-01	-4.722674242917984877e+00
5.373445501358484755e-01	-3.431418982264468620e-01	-5.130518571667929351e+00
4.673218520150839161e-01	-5.522558252267758538e-01	-4.632653867806326708e+00
5.558127952278284489e-01	-2.384085296489623640e-01	-4.225833555644030071e+00
5.433945956099830443e-01	-4.365297283579098742e-01	-4.555880935368980644e+00
5.460894889182660306e-01	-4.425532879076158332e-01	-4.241217599421436724e+00
4.830478839863802665e-01	-4.828522494883390470e-01	-3.662878721684723615e+00
5.245776194909160806e-01	-3.026456197403503134e-01	-5.775253395698310754e+00
5.208374937822169981e-01	-4.160160005893818735e-01	-4.724415189946808979e+00
4.503521576536605453e-01	-6.175708022173532763e-01	-4.422544424281370290e+00
5.271052895944665639e-01	-2.948543201787530710e-01	-4.678489688437990957e+00
5.343531625561634968e-01	-5.075502225602572803e-01	-4.854125092642391337e+00
6.133492825013795446e-01	-5.751908739265045867e-01	-5.127282887264763112e+00
5.460866330518968637e-01	-5.773435218932753132e-01	-5.239758031783679826e+00
4.475223473592517820e-01	-8.534486769470187584e-01	-5.196012850086258794e+00
5.161291655665997125e-01	-9.002690469971355025e-01	-4.944854281195034673e+00
4.379894964246605626e-01	-6.495643437632435679e-01	-4.889597021273853983e+00
4.587596949152360493e-01	-7.638033592209443334e-01	-4.033765227166123069e+00
4.066797661749373405e-01	-6.688100956256560758e-01	-4.735119806800303088e+00
4.439785020008488181e-01	-6.617962281210808539e-01	-3.656811837987429925e+00
4.171017297790637901e-01	-7.773535781242583154e-01	-5.207767807348201217e+00
3.965226283407047303e-01	-9.586370465851231648e-01	-4.286364839321987752e+00
5.339942845710928809e-01	-8.912718948239550798e-01	-4.397303353883312838e+00
4.786180347077291786e-01	-8.070992443839305475e-01	-4.299143396713334120e+00
4.562739542392888481e-01	-9.602449600676357111e-01	-4.009355619439315177e+00
