theta1	omega1	alpha1	theta2	omega2	alpha2
2.951388442478898533e+00	-4.524223828884601950e+00	-1.263586336653325581e+01	-2.418891183975771408e+00	-4.298437007570269586e+00	-9.556114381873122454e+00
2.313717370457561540e+00	-2.968086051344412279e+00	-1.784770843323022049e+00	-8.164825376298391335e-01	-7.481809772033377826e+00	-2.046847650721345957e+01
2.677032069468488817e+00	-4.096315652211308667e+00	-1.753975786383289304e+01	-2.957338859012795140e+00	-8.140508028330938117e+00	1.503838241768951178e+01
6.748145122763433701e-01	-4.270743875408102852e+00	-1.615658437931222480e+01	3.716669919352696638e+00	-7.560168362666713548e+00	-3.047553266953250528e+01
2.928359492036439971e+00	-3.615793755762686690e+00	-1.829705227417210267e+01	-9.945149042928761451e-01	-6.896558212653700615e+00	-2.459643937180304718e+01
2.830792116978802397e+00	-3.103216269466610999e+00	-9.013140583849081011e+00	-3.814707058973813236e+00	-8.599237290918496868e+00	-4.905369159317423566e+00
2.656123303517391232e+00	-2.649572681505385052e+00	-6.608887377519810258e+00	1.753154573398533422e+00	-5.162313340112851812e+00	-6.453908706370893533e+00
2.120702643619643446e+00	-4.828226662882239673e+00	-8.220928173836590247e+00	2.506963191928324175e-02	-6.100908549287606064e+00	-7.656357683218457666e-01
3.231373176436021399e+00	-3.683801314217252099e+00	-5.848139592936661302e+00	-7.677961805316348975e-01	-1.079152312255628487e+01	-6.439798903951188258e-01
4.210862608039886545e+00	-3.348694169562381973e+00	-3.776244503009396070e-02	5.503219835033527296e+00	-1.165755032292147853e+01	-1.837911838782900276e+01
3.104457575975604122e+00	-3.865797025146601840e+00	7.452428556154210071e+00	1.702781990814811852e+00	-9.439001447002574707e+00	4.888166803300896923e+00
2.618961177104784266e+00	-3.775831635570072731e+00	2.133731808150863607e+00	3.277700174180796289e+00	-6.866178219741003730e+00	4.973962914321914397e+00
1.782090157898748695e+00	-2.715791354389208045e+00	-9.824602980034459421e+00	-2.349661143791934137e+00	-7.730299872984342180e+00	4.576598437978671718e+00
2.012928884752388736e+00	-4.358782803807533135e+00	5.140485490758187836e+00	3.219080845911688193e-01	-6.767589438441946825e+00	9.358210266175458258e+00
9.431797725084234418e-01	-3.368060983481498294e+00	1.187952082795859177e+01	-3.600705456303895602e+00	-7.342563001864795602e+00	1.065035534147256513e+01
9.589106063262313739e-01	-3.388263109265080342e+00	-7.718422686391724241e+00	-1.828876098562221886e+00	-6.193105412960923317e+00	-5.880731346206507837e+00
2.115895421600471504e+00	-3.686119565870919157e+00	1.166027208628196377e+01	-4.869079247699420243e+00	-8.989955859574722652e+00	3.777825940069792665e+01
2.154464436085349988e+00	-2.481939887045523818e+00	1.414317907685352971e+01	5.093299191127320213e+00	-6.941854680529669253e+00	5.001105651279261544e+00
4.026400078145529804e+00	-2.493408883824430600e+00	1.782495454389533052e+01	-3.794848692597468265e+00	-1.013003428585742505e+01	3.255048043870610286e+01
2.415242096922364912e+00	-3.464714785565206512e+00	1.179490690836300359e+01	1.587541878994523259e+00	-8.646097778654816324e+00	1.934229183979152467e+01
1.834436675878776013e+00	-2.878776053917400546e+00	2.690907748751171447e+00	3.044183758324933819e+00	-9.218711876269779282e+00	-1.849193660651708626e+01
2.423020157561560417e+00	-3.759273163464238010e+00	-3.600459836085981635e+00	3.504217883601510763e+00	-5.986590766491320714e+00	1.952057127049823393e+01
3.421017987924033221e+00	-3.953841996139561665e+00	7.478482857801781236e+00	1.381748135229216690e+00	-7.956209669333232704e+00	3.599783005402633407e+00
1.601954060211943309e+00	-3.931728151888027156e+00	-1.092452706516349181e+00	5.329282746303310780e+00	-9.803562125586903875e+00	2.784789811528601078e+01
2.920739044942485485e+00	-3.655916913388519873e+00	1.572682143888022388e+01	2.865367034958083536e+00	-6.946909866268032197e+00	1.252299960867971507e+01
2.896646584591218598e+00	-4.019533624825937679e+00	-4.162076186334710215e+00	-2.615436329947637972e+00	-8.874380088624024054e+00	1.454540368906825165e+01
1.924069296202090218e+00	-3.615482993841104609e+00	-8.803364182205502431e+00	2.685178046235694005e+00	-6.407315311529053758e+00	8.564159847993511931e+00
1.953864388187992240e+00	-3.682486608886251567e+00	1.187032473541081856e+01	-1.885260440572617213e+00	-8.113033291498684463e+00	3.345411041476057079e+01
1.748218963259203118e+00	-2.314540654422880372e+00	1.328618621221951734e+01	1.357002952738986856e+00	-8.834026212829259705e+00	5.774716185204081143e+00
2.737769976316982934e+00	-4.180275979358148319e+00	1.426323321796141741e+01	-1.135710834643214984e+00	-9.362879421908154143e+00	4.575296852493394795e+01
2.370593500478609172e+00	-3.205325495798890145e+00	2.290275273671527501e+00	-3.810749721075472607e-01	-4.823815765221961982e+00	3.222773498184656660e+01
3.149961147666524575e+00	-3.531713348083042270e+00	6.301338827814012333e+00	-5.859715024132963190e-01	-4.238092898562431543e+00	3.188857886761991622e+01
2.426500628312420638e+00	-4.103334559770911660e+00	-3.795496415509909127e+00	2.747253440847565731e-01	-8.665798106336366047e+00	-2.928844158930790087e-01
1.973693497324018331e+00	-5.241149134574049739e+00	-1.052807953999669976e+00	-4.436392223750355690e+00	-8.278994445878437247e+00	3.163795539219687569e+01
2.297266576003808680e+00	-2.232058607055613653e+00	1.441570983272596074e+01	2.153864926768156884e+00	-5.638000310105672597e+00	1.824179730922367426e+01
2.529230136952801189e+00	-2.934404229434565359e+00	1.100370542215415881e+01	-3.515897233220202089e-01	-9.727047083792779603e+00	1.897621560100555627e+01
4.547106299527903239e-01	-2.616956321867671242e+00	4.221439699759176101e+00	-1.118198043099894567e+00	-6.583393543096374145e+00	1.956066231508775388e+01
1.433629531972290483e+00	-2.814330004948574881e+00	6.007740587478318517e+00	6.398567503102221554e-01	-7.909130031768388136e+00	3.291347446141347888e+01
1.243799838312406703e+00	-2.116937837550818102e+00	1.607182108683970156e+01	-2.025611548034002229e+00	-6.584597124850303906e+00	7.019662215026474250e+00
